question,A,B,C,D,E,answer,parse,model_output,correctness
七叶莲片适用于哪些中医证候,湿热痹阻证,肾虚寒凝证,伤损筋骨证,气虚证,心肾气阴两虚证,C,该方剂中医证候为伤损筋骨证、外伤证、风湿证、风寒湿凝滞筋骨证,A,0
保童化痰丸含有哪些中药材,双龙风湿跌打流浸膏,白蔹,东风橘,横经席,黄芩,E,该方剂处方为黄芩、黄连、胆南星、天竺黄、前胡、浙贝母、桔梗、苦杏仁、陈皮、化橘红、法半夏、茯苓、甘草、紫苏叶、木香、葛根、枳壳、冰片、党参、朱砂、羌活,B,0
二母丸适用于哪些西医疾病,少精症,虚汗,神经元病变,免疫缺陷,肾结核等属阴虚内热，低热不退者,C,该方剂西医疾病为强迫症、肾上腺雄激素分泌过多、青光眼、神经元病变、真皮皱褶、视网膜动脉、白内障、遗传性角化性皮炎、卡尼综合变体、角膜营养不良症、霍纳综合征、角膜炎、动脉瘤、指纹模式相关的表型异常、抗磷脂综合征、四重单体、失聪、脂肪性水肿,E,0
香苏调胃片治疗哪些中医证候,经络瘀阻证,风邪犯表证,上攻咽喉证,暑闭气机证,食积证,B,该方剂中医证候为风邪犯表证、食积证,B,1
状元丸治疗哪些中医证候,心神不宁证,气血瘀滞证,惊恐惊风,瘀阻证,瘀滞肌肤证,A,该方剂中医证候为心肾两虚证、心神不宁证,A,1
复方鹿胎丸治疗哪些中医证候,风热并重证,气滞血瘀证,表虚不固之风水或风湿证,火毒内蕴证,痰热壅盛证,B,该方剂中医证候为气滞血瘀证,B,1
心可舒片适用于哪些西医疾病,遗传性角化性皮炎,霉菌性龟头炎,原发性肝癌,半面肌增生症,痔疮,A,"该方剂西医疾病为冠心病心绞痛、高血压、心律失常、高脂血症、高黏血症、巨球蛋白血症、肾炎/骨质疏松症、46,XX男性性别逆转综合征、恶性高热、多发性脂肪囊肿、新型冠状病毒肺炎、乳腺癌-卵巢癌、肾小球囊肿性肾病伴高尿酸血症和异位性尿失禁、遗传性角化性皮炎、霍纳综合征、穆尔-托雷综合征、肝硬化、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、失聪、脂肪性水肿",C,0
复方四季青片包含哪些中药材,山豆根浸膏,曼陀罗浸膏,柴狗肾,四季青干浸膏,盐酸溴己新,D,该方剂处方为四季青干浸膏、癸酰乙醛,D,1
金衣至宝锭治疗哪些中医疾病,梅毒,小儿惊厥,脚气,咳嗽,经闭,D,该方剂中医疾病为咳嗽，呕吐，积滞，发热，感冒,B,0
天麻首乌片治疗哪些中医证候,肠胃湿热证,痰热内盛证,气分热盛证,营卫不和证,肝肾阴虚证,E,该方剂中医证候为肝肾阴虚证、肝肾亏虚证、肝肾阴虚、肾精亏损证、风痰瘀阻证,E,1
川贝罗汉止咳冲剂治疗哪些中医证候,气虚两虚证,风邪犯肺证,精血亏虚证,火热伤津证,脾胃两虚证,B,该方剂中医证候为风邪犯肺证、风热犯肺证,B,1
小青龙合剂中君药是哪些,橘红,吴茱萸,桂枝,穿破石,贯众,C,该方剂君臣佐使为君药：麻黄、桂枝；臣药：麻黄、干姜、桂枝、细辛；佐药：五味子、半夏、白芍；使药：甘草,C,1
乙肝健片具有哪些功效,生血填精,利胆退黄,凉喉生津,肝脏排泻,软坚消囊,B,该方剂功效为利胆退黄，改善肝功能，调节免疫机能,B,1
花红颗粒治疗哪些中医疾病,子宫脱垂,早泄,疮口不收,盆腔炎,消渴,D,该方剂中医疾病为腹痛，盆腔炎，带下病,D,1
环心丹治疗哪些中医证候,风痰阻络证,心血瘀阻证,凉燥证,气郁痰凝证,痰热互结证,B,该方剂中医证候为心血瘀阻证、气滞血瘀证,A,0
降压避风片治疗哪些中医证候,阴疽,阳气不足证,肝阳上亢证,少阳阳明合病,外感风寒，内伤湿滞证,C,该方剂中医证候为肝胆火盛证、肝阳上亢证、肝火上炎证,C,1
通脉降脂片与哪些靶点基因相关,ELANE,DDAH2,PRTN3,HAO2,TM0268,A,该方剂靶点基因为PLCG1，SRD5A2，PRKAB1，HTR1B，HTR1D，HTR1E，HTR2B，HTR2C，HTR3A，HTR6，HTR7，DHCR7，CHRNA1，CHRND，ACHE，ADA，ADK，ADORA1，ADORA2A，ADORA2B等。,A,1
益心丸中君药是哪些,红参,杏仁,枳实,熊胆,冰片,A,该方剂君臣佐使为君药：附子、红参；臣药：安息香、红花、三七、蟾酥、麝香、冰片；佐药：附子、牛角、牛黄、红参、珍珠,E,0
小儿感冒散适用于哪些中医疾病,发热,腰椎间盘突出症,梅毒,喘病,胃反,A,该方剂中医疾病为鼻塞，头痛，咳嗽，发热，感冒,A,1
小青龙胶囊中君药是哪些,桂枝,石楠藤,伊贝母,益母草,蓼大青叶,A,该方剂君臣佐使为君药：麻黄、桂枝；臣药：麻黄、干姜、桂枝、细辛；佐药：五味子、半夏、白芍；使药：甘草,A,1
女金胶囊治疗哪些西医疾病,尿毒症血液透析,甲状旁腺功能亢进症,糖尿病肾病性水肿,慢性咽喉炎,牙龈炎,B,该方剂西医疾病为甲状旁腺功能亢进症、多发性脂肪囊肿、乌平顿病、新型冠状病毒肺炎、低钙高钙血症、霍纳综合征、粘膜溃疡、类风湿结节病、角膜营养不良症、伴有免疫异常的主动脉钙化症、动脉粥样硬化易感性、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、高级睡眠期综合征、脾肿大、失聪、脂肪性水肿,C,0
绿樱膏包含哪些中药材,陈橘,白通草,赤芍,香樟根,菟丝肉,C,该方剂处方为木鳖子、川乌、草乌、乌梢蛇、黄柏、大黄、金银花、红花、肉桂、赤芍、穿山甲、附子、白芷、马钱子、乳香、没药、血竭、冰片、胆膏,A,0
鹿筋壮骨酒中君药是哪些,隔山香,枸杞子,泽泻,枯矾,光慈菇,B,该方剂君臣佐使为君药：枸杞子、鹿筋、鹿骨、续断；臣药：制川乌、制草乌、木瓜、桂枝、秦艽；佐药：肉桂、红花、重楼、虎杖、黄芪、玉竹、当归、党参,A,0
蛇胆南星散治疗哪些中医疾病,咳嗽,口疮,脏躁,痛症,虫积,A,该方剂中医疾病为咳嗽，呕吐，痉病,A,1
六和茶适用于哪些中医证候,暑湿内蕴证,风邪犯肺证,热扰心神证,石淋证,血不荣筋证,A,该方剂中医证候为暑湿内蕴证、食滞证、食积证,A,1
气滞胃痛颗粒的类别是哪些,活血消癜剂,清热剂,理气剂,清肠化痔,理气剂,C,该方剂类别为理气剂,C,1
止嗽化痰颗粒具有哪些功效,清肺化痰,清理胃肠,活血脉,补元气,祛风宣窍,A,该方剂功效为清肺化痰，止嗽定喘,A,1
金鸣片治疗哪些中医证候,阳虚寒积证,热毒伤阴证,表虚不固之风水或风湿证,伤阴证,肾阴虚损证,D,该方剂中医证候为伤阴证、肺热证,D,1
肝炎康复丸适用于哪些西医疾病,下肢深静脉血栓,痛经,卵巢早衰2a,盆腔脂肪瘤伴交叉性肾异位症,免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应,E,该方剂西医疾病为三毛症、穆尔-托雷综合征、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、多发性脂肪囊肿、伴有免疫异常的主动脉钙化症、脾肿大、胆囊炎红斑狼疮、巨球蛋白血症、髋关节发育不良、青光眼、双角子宫伴部分阴道隔膜和单侧血性小肠结肠炎伴同侧肾发育不全、Li-Fraumeni综合征、角膜营养不良症、肝硬化、失聪、新型冠状病毒肺炎、遗传性角化性皮炎、霍纳综合征、脂肪性水肿,E,1
养血安神丸与哪些靶点基因相关,GABRA1,RET,QARS1,IGKC,TPPP,A,该方剂靶点基因为EBP，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，HTR2B，HTR2C，HTR3A，HTR7，DHCR7，ACHE，LYPLA1，LYPLA2，ADORA1，ADORA3，CD38等。,D,0
安嗽片与哪些靶点基因相关,GMPR,KCNJ8,CHRM3,LIG1,RPL23A,D,该方剂靶点基因为PLCG1，EBP，HSD17B7，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C，HTR3A等。,C,0
消渴平片适用于哪些中医证候,肝郁气滞证,风热疫毒证,气阴两虚证,冲任不调证,肝郁湿热证,C,该方剂中医证候为气阴两虚证、阴虚证、燥热证、心热证,C,1
沉香利气丸与哪些靶点基因相关,MAOA,DRD4,KLK4,ADK,RDH14,B,该方剂靶点基因为PLCG1，SRD5A2，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2B，HTR2C，HTR3A，HTR6，HTR7，DHCR7，ACHE，ADA，ADK，ADORA1，ADORA2A，ADORA2B，ADORA2A等。,A,0
益肾养元合剂的类别是什么,安神剂,清肠化痔,补益药,益肾明目,清肝明目,C,该方剂类别为补益药,C,1
三蛇胆川贝糖浆中使药是哪些,薄荷素油,山芝麻,冬青油,茯神,蒲公英,A,该方剂君臣佐使为君药：川贝母、蛇胆汁；臣药：枇杷叶、百部；佐药：牛白藤、肿节风、桑白皮、麻黄、桔梗、白薇；使药：薄荷素油,A,1
寄生追风液治疗哪些中医证候,气滞湿阻证,湿热泻,肝经郁热证,阴虚热盛证,风寒湿凝滞筋骨证,E,该方剂中医证候为风寒湿凝滞筋骨证、伤损筋骨证、肝肾亏虚证、风寒湿痹证、肝肾两亏证、风湿证,E,1
七厘散中君药是哪些,肖梵天花,佩兰,沙牛,血竭,石椒草,D,该方剂君臣佐使为君药：血竭；臣药：乳香、红花、儿茶、没药；佐药：麝香、朱砂、冰片,D,1
回春丹具有哪些功效,解毒消炎,散寒镇咳,清胃利便,驱风祛痰,消食,D,该方剂功效为清热定惊，驱风祛痰,D,1
颈复康颗粒有哪些功效,活血通络,固精止遗,化痰通脉,消炎化痰,补血调血,A,该方剂功效为活血通络，散风止痛,A,1
小儿感冒茶颗粒适用于哪些中医证候,腑气不通证,寒邪证,痰热内扰证,风热感冒证,气血瘀阻证,D,该方剂中医证候为风热感冒证,D,1
满山白糖浆的类别是什么,固涩剂,祛风剂,清热祛暑药,止带剂,化痰药,E,该方剂类别为化痰药,C,0
痔速宁片含有哪些中药材,冬青油,瓜蒌子,白蔹,黑豆馏油,棕榈,C,该方剂处方为白蔹、槐花、五倍子、黑豆、猪胆,D,0
生肌八宝散含有哪些中药材,龙骨,风藤,鹿筋,粉葛,藤苦参,A,该方剂处方为炉甘石、煅石膏、龙骨、赤石脂、血竭、冰片、轻粉、蜂蜡,A,1
六味丸治疗哪些中医疾病,胁痛,咽干,眩晕,痞积,吐血,C,该方剂中医疾病为心悸，眩晕，耳鸣,A,0
南板蓝根冲剂治疗哪些中医疾病,痞积,慢喉痹,痤疮,牙宣,风温,E,该方剂中医疾病为风温，痄腮，温病，发热，感冒,E,1
半夏厚朴汤含有哪些中药材,人参皂甙,羊角炭,丹参干浸膏,半夏,鱼腥草索钠,D,该方剂处方为半夏、厚朴、茯苓、生姜、苏叶,D,1
强阳保肾丸的类别是哪些,补益剂,补益剂,活血祛风,安坤除烦剂,疏风利咽,A,该方剂类别为补益剂,A,1
五海瘿瘤丸适用于哪些中医疾病,湿霍乱,虫积,瘰疬,肺癌,痛风,C,该方剂中医疾病为痰核，瘿瘤，乳核，瘰疠，瘰疬,C,1
菌痢平片治疗哪些中医证候,精髓不足证,肺热壅盛证,热毒蕴肠证,肾阳虚水泛证,肝郁血瘀证,C,该方剂中医证候为热毒蕴肠证、食滞证,C,1
精制冠心胶囊含有哪些中药材,丹参,红活麻,山楂稠膏,竹茹,白花菜子,A,该方剂处方为丹参、红花、川芎、赤芍、降香,A,1
复方益母口服液治疗哪些中医证候,惊恐惊风,胎动不安血虚证,气滞血瘀证,痰浊阻滞证,寒凝血瘀证,C,该方剂中医证候为气滞血瘀证,B,0
颈痛片治疗哪些西医疾病,中老年高血压,慢性化脓性中耳炎口,新型冠状病毒肺炎,泌尿系感染,骺发育不良,C,该方剂西医疾病为颈椎病、甲状旁腺功能亢进症、肾炎/骨质疏松症、上前牙突出导致的错颌畸形、多发性脂肪囊肿、新型冠状病毒肺炎、乳腺癌-卵巢癌、低钙高钙血症、Li-Fraumeni综合征、霍纳综合征、穆尔-托雷综合征、三毛症、肝硬化、伴有免疫异常的主动脉钙化症、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、脾肿大、失聪、脂肪性水肿,D,0
补肾益精丸适用于哪些西医疾病,单纯血尿性肾病,Li-Fraumeni综合征,输卵管结扎后感染,慢性腹泻,鹅口疮,B,该方剂西医疾病为巨球蛋白血症、范布赫姆病、髋关节发育不良、多发性脂肪囊肿、乌平顿病、Li-Fraumeni综合征、乳腺癌-卵巢癌、角膜炎、三毛症、半骺发育不良伴软骨瘤和骨软骨瘤、甲状腺肿、霍纳综合征、肝硬化、伴有免疫异常的主动脉钙化症、成髓不全症、失聪、脂肪性水肿,A,0
金钱通淋口服液治疗哪些中医疾病,无名肿痛,小儿惊风,晚期血吸虫病,淋证,急性腰扭伤,D,该方剂中医疾病为淋证，腰痛,D,1
鼻塞通滴鼻液包含哪些中药材,羟苯乙酯,生地,樟油,积雪草甙,铜粉,A,该方剂处方为甜瓜蒂、羟苯乙酯,C,0
金锁固精丸治疗哪些西医疾病,或单侧上肢,空泡性神经肌病,血管性痴呆血管性头痛,狼疮肾炎,慢性泄泻,E,该方剂西医疾病为慢性泄泻、男性不育症、范布赫姆病、骨痛、青光眼、上前牙突出导致的错颌畸形、多发性脂肪囊肿、低钙高钙血症、牙齿排列不齐，伴或不伴有乳牙发育不全/孤颌症、血管瘤、前胃G细胞功能亢进导致的十二指肠溃疡、远端骨硬化、成髓不全症、四重单体、血小板原发性释放障碍、高级睡眠期综合征、中性粒细胞增多症、癫痫、逆行性痤疮、巨型水泥瘤,D,0
庆余救心丸适用于哪些西医疾病,慢性心功能不全,腔隙性脑梗死后眩晕症,早搏,梅尼埃病,神昏,C,该方剂西医疾病为心力衰竭、早搏、寒凝心脉,A,0
肾炎四味丸包含哪些中药材,黄芪,鹿胎,虎咬红,荞麦,兔儿伞,A,该方剂处方为细梗胡枝子、石韦、黄芩、黄芪,A,1
灵宝护心丹与哪些靶点基因相关,GGT1,PABPC1,PRKCH,LIG1,HSD11B1,D,该方剂靶点基因为HTR1B，HTR1D，HTR2B，HTR2C，HTR3A，HTR6，HTR7，PLA2G6，CHRNA1，CHRND，ACHE，ADORA1，ADORA3，ADCY10，CD38，ALB，ALDH2，AOX1，ALPL，ADRA1A等。,C,0
桂附理中丸适用于哪些西医疾病,预防混合痔术后肛缘水肿,心肌梗死并发传导障碍,药物毒性,无热惊厥,口腔炎,D,该方剂西医疾病为无热惊厥、骨质疏松症、强迫症、三毛症、动脉粥样硬化易感性、抗磷脂综合征、逆行性痤疮、腹部肥胖-代谢综合征、乌平顿病、类风湿结节病、脾肿大、单纯性表皮松解症、青光眼、Li-Fraumeni综合征、失聪、新型冠状病毒肺炎、遗传性角化性皮炎、甲状腺肿、霍纳综合征、视网膜动脉、脂肪性水肿,B,0
胃得安片的类别是哪些,泻下剂,退翳明目,消导剂,养血生发,清热消痤,C,该方剂类别为消导剂,C,1
温中镇痛丸适用于哪些中医证候,湿热证,肺热证,风火上扰证,胃寒证,心血虚证,D,该方剂中医证候为胃寒证、寒凝气滞证、气滞证,D,1
益中生血片包含哪些中药材,芒硝,羚角,惹苡仁,白果仁,板蓝根,C,该方剂处方为党参、山药、惹苡仁、大枣、绿矾、陈皮、法半夏、草豆蔻、甘草,D,0
刺五加脑灵液治疗哪些中医证候,脾肾亏虚，冲脉不固证,痰饮阻肺证,气阴两虚证,脾证证,心肾两虚证,C,该方剂中医证候为气阴两虚证、心脾两虚证、心神不宁证、脾肾两虚、痰瘀内阻证,E,0
舒胸胶囊中臣药是哪些,鲜竹沥,鸡眼草,川芎,细辛,番泻叶,C,该方剂君臣佐使为君药：三七；臣药：三七、川芎；佐药：红花,C,1
小儿腹泻外敷散中臣药是哪些,水线草,枳实,水河剑,大红袍,丁香,E,该方剂君臣佐使为君药：吴茱萸；臣药：肉桂、胡椒、丁香,A,0
乌贝散颗粒适用于哪些中医证候,气虚两虚证,损筋骨证,脾肾不足证,肝胃不和证,寒证证,D,该方剂中医证候为肝胃不和证,D,1
苏冰滴丸含有哪些中药材,半夏曲,青风藤经加工制成的片剂,甘蔗,冰片,山奈,D,该方剂处方为苏合香酯、冰片,D,1
苍鹅鼻炎片与哪些靶点基因相关,GSTA5,F10,DDAH1,PDHA1,PLCG1,E,该方剂靶点基因为PLCG1，EBP，HSD17B7，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR2B，HTR2C，HTR7，ACHE，ADA，ADK，ADORA1，ADORA2A等。,A,0
心舒丸包含哪些中药材,苏合香,陈皮,香附子,朱砂,胆汁膏,A,该方剂处方为丹参、三七、冰片、藤合欢、木香、苏合香,B,0
玉金方片的类别是哪些,解表剂,活血通脉,补益药,清热凉血,和解剂,C,该方剂类别为补益药,B,0
舒肝和胃口服液有哪些功效,平肝疏络,护肤止痒,清热止咳,芳香开窍,和胃止痛,E,该方剂功效为疏肝解郁，和胃止痛,A,0
参芪十一味颗粒治疗哪些西医疾病,网状色素性皮肤病,腰椎间盘膨出症,外耳道疖肿,心房颤动,药物流产出血,A,该方剂西医疾病为干燥综合征血液系统损害、白细胞减少症、血小板减少性紫癜、疱疹性皮炎、单纯性表皮松解症、巨球蛋白血症、上前牙突出导致的错颌畸形、多发性脂肪囊肿、脂肪性水肿、网状色素性皮肤病、新型冠状病毒肺炎、低钙高钙血症、遗传性角化性皮炎、三毛症、霍纳综合征、角膜营养不良症、成髓不全症、抗磷脂综合征、脾肿大、失聪、巨型水泥瘤,D,0
热淋清糖浆的类别是哪些,开音爽咽,理血剂,清热凉血,退翳明目,祛湿剂,E,该方剂类别为祛湿剂,C,0
龟芪参口服液有哪些功效,散寒解表,清热除湿,恢复肝功能,健肾壮腰,滋阴助阳,E,该方剂功效为益气养血，滋阴助阳,D,0
心口痛药治疗哪些中医疾病,褥疮,寒厥,阴冷,腹胀,痿症,D,该方剂中医疾病为腹胀，胃胀，腹痛,B,0
四逆汤具有哪些功效,回阳救逆,豁痰清热,温壮元阳,利湿散结,解郁,A,该方剂功效为温中祛寒，回阳救逆,A,1
风湿定片的类别是什么,蠲痹通络剂,治燥剂,补益药,清热凉血,安坤除烦剂,A,该方剂类别为蠲痹通络剂,A,1
正心泰片具有哪些功效,补肺润燥,化痰降浊,降脂祛浊,补气活血,润肠泄热,D,该方剂功效为补气活血，化瘀通络,D,1
祛痹舒肩丸中佐药是哪些,巴戟天,竹叶,生川乌,鹿鞭,柿霜,A,该方剂君臣佐使为君药：羌活、桂枝；臣药：威灵仙、黄精、黄芪、秦艽、当归、地龙；佐药：巴戟天、夏天无、骨碎补、淫羊藿、延胡索、三七,A,1
溃疡灵胶囊中君药是哪些,黑木耳,三七,甘草流浸膏,暴马子皮,寻骨风,B,该方剂君臣佐使为君药：三七、儿茶；佐药：黄芪、百合；使药：甘草,B,1
偏瘫复原丸治疗哪些西医疾病,泌尿系结石,阵发性夜间血红蛋白尿,积滞不化,多发性脂肪囊肿,甲亢,D,该方剂西医疾病为三毛症、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、甲状旁腺功能亢进症、多发性脂肪囊肿、低钙高钙血症、伴有免疫异常的主动脉钙化症、疱疹性皮炎、单纯性表皮松解症、巨球蛋白血症、Li-Fraumeni综合征、毛发增生症-红皮病、角膜营养不良症、失聪、血小板减少症、网状色素性皮肤病、新型冠状病毒肺炎、遗传性角化性皮炎、霍纳综合征、脂肪性水肿,E,0
复方黄柏液中臣药是哪些,制首乌,蒲公英,竹叶,麦芽,牛耳枫,B,该方剂君臣佐使为君药：黄柏；臣药：蒲公英、金银花、连翘；佐药：蜈蚣,C,0
脑血康胶囊适用于哪些西医疾病,过早搏动。,妇产科手术后腹胀,椎基底动脉供血不足性眩晕,老年人带状疱疹,晚期高血压病,C,该方剂西医疾病为椎基底动脉供血不足性眩晕、高血压,C,1
封髓丸包含哪些中药材,木防己,野菊花,砂仁,液体石蜡,雪茶提取物,C,该方剂处方为砂仁、黄柏、炙甘草,C,1
骨痛灵酊具有哪些功效,温经散寒,消肿化瘀,健脾固肾,开音利咽,利胆降酶,A,该方剂功效为温经散寒，祛风活血，通络止痛,B,0
三七伤药颗粒包含哪些中药材,南蛇胆,绒毛龙穿草,瓜萎皮,熟干地,三七,E,该方剂处方为接骨木、骨碎补、红花、赤芍、三七、草乌、雪上一枝蒿、冰片,E,1
参茸片有哪些功效,疏肝理气,通络活血,益心肾功能,利咽止痛,疏气化郁,C,该方剂功效为补气血，益心肾功能,C,1
至宝三鞭胶囊治疗哪些中医证候,肾精不足,瘀血内阻证,风湿袭表证,精血亏虚证,湿热毒证,D,该方剂中医证候为精血亏虚证、肾精亏虚证,D,1
祛风湿骨痛酒具有哪些功效,化痰散结,祛风湿,促进皮肤修复,补养肝肾,平肝息风,B,该方剂功效为祛风湿，通经络,B,1
加味七厘散治疗哪些中医证候,湿疹,寒凝证,风证证,伤损筋骨证,邪毒内侵证,D,该方剂中医证候为伤损筋骨证、外伤证、瘀滞筋骨证、血瘀证,D,1
玉液丸具有哪些功效,燥湿截疟,解毒降浊,益气养血,祛滞,清心利水养阴,C,该方剂功效为益气养血,C,1
丹花口服液中君药是哪些,土木香,拳参,牡丹皮,油菜蜂花粉,小红参,C,该方剂君臣佐使为君药：牡丹皮、金银花；臣药：土茯苓、荆芥、连翘、防风、白芷、黄芩；佐药：皂角刺、何首乌；使药：桔梗、牛膝、浮萍,C,1
胃力片的类别是哪些,收涩药,疗伤止痛,消导剂,止咳平喘剂,和血药,C,该方剂类别为消导剂,C,1
止嗽化痰丸治疗哪些中医证候,痰热蕴肺证,胃肠积热证,表里俱实证,先天不足证,胃火炽盛证,A,该方剂中医证候为痰热蕴肺证、气逆证、痰热阻肺证,A,1
益身灵丸治疗哪些西医疾病,流脑后期,毛发增生症-红皮病,强直性脊柱炎,神经元病变,帕克曼发育不良症,D,该方剂西医疾病为强迫症、神经元病变、恶性高热、多发性脂肪囊肿、新型冠状病毒肺炎、低钙高钙血症、遗传性角化性皮炎、霍纳综合征、角膜营养不良症、伴有免疫异常的主动脉钙化症、重度情感障碍、高级睡眠期综合征、脾肿大、失聪、脂肪性水肿,C,0
克伤痛搽剂的类别是哪些,凉血活血,安胎剂,镇静息风剂,疗伤止痛,养血生发,D,该方剂类别为疗伤止痛,D,1
三白草肝炎糖浆与哪些靶点基因相关,CYP1B1,MKNK1,RCVRN,PLCG1,NOS2,D,该方剂靶点基因为PLCG1，HSD17B7，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2B，HTR2C，HTR6，HTR7，ACHE等。,A,0
秋燥感冒颗粒包含哪些中药材,铜石龙子,玉葡萄根,鹿骨胶,青黛,菊花,E,该方剂处方为桑叶、北沙参、竹叶、前胡、伊贝母、桔梗、麦冬、苦杏仁、甘草、菊花、山豆根,E,1
香果健消片与哪些靶点基因相关,L,LARS,TCN1,SRD5A2,CLK1,D,该方剂靶点基因为SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2B，HTR2C，HTR6，HTR7，ACHE，ADORA3，CD38，ALB等。,A,0
消炎利胆软胶囊包含哪些中药材,急性子,天仙子,穿心莲,鱼鳔,麸炒芡实,C,该方剂处方为穿心莲、溪黄草、苦木,C,1
肺结核丸治疗哪些西医疾病,周期性发热,镰状细胞贫血,成髓不全症,免疫性血小板减少性紫癜,青少年成熟期糖尿病,E,该方剂西医疾病为先天性角膜混浊、上前牙突出导致的错颌畸形、神经元病变、多发性脂肪囊肿、低钾血症性周期性麻痹、视网膜动脉、肝腺瘤、白内障、青少年成熟期糖尿病、成髓不全症、霍纳综合征、角膜炎、毛周角化性蚕豆病、糖尿病、抗磷脂综合征、主动脉瘤,A,0
肥儿宝冲剂小儿痞积冲剂具有哪些功效,行气逐瘀,息风镇痉,利湿消积,和络止痛,清热透表,C,该方剂功效为利湿消积，驱虫助食，健脾益气,C,1
克感利咽口服液中君药是哪些,黄芩,藏青果,土鳖虫,苍术,鹿茸草,A,该方剂君臣佐使为君药：金银花、黄芩；臣药：金银花、生地黄、荆芥、玄参、连翘、栀子、僵蚕、黄芩；佐药：甘草、桔梗、薄荷、蝉蜕、防风、射干；使药：甘草,A,1
复方珍珠暗疮片中臣药是哪些,钟乳石,黄柏,炒麦芽,鸡骨草,红芪,B,该方剂君臣佐使为君药：蒲公英、金银花；臣药：猪胆粉、黄柏、木通、黄芩、大黄；佐药：水牛角浓缩粉、珍珠层粉、当归尾、山羊角、北沙参、玄参、地黄、赤芍,D,0
小儿消积丸适用于哪些西医疾病,酒髓鼻,指纹模式相关的表型异常,单纯性表皮松解症,晚发性视网膜变性,儿童慢性鼻窦炎,B,该方剂西医疾病为青光眼、上前牙突出导致的错颌畸形、真皮皱褶、多发性脂肪囊肿、桥本甲状腺炎、新型冠状病毒肺炎、乳腺癌-卵巢癌、肝腺瘤、低钙高钙血症、自体免疫疾病、霍纳综合征、Li-Fraumeni综合征、穆尔-托雷综合征、肝硬化、伴有免疫异常的主动脉钙化症、指纹模式相关的表型异常、四重单体,E,0
南板蓝根冲剂适用于哪些中医疾病,慢喉痹,风温,牙宣,痤疮,痞积,B,该方剂中医疾病为风温，痄腮，温病，发热，感冒,B,1
百花定喘片治疗哪些西医疾病,镰状细胞贫血,硬骨鱼,重症肌无力,前列腺性血尿,失聪,E,该方剂西医疾病为上前牙突出导致的错颌畸形、神经元病变、三毛症、多发性脂肪囊肿、桥本甲状腺炎、低钙高钙血症、自体免疫疾病、伴有免疫异常的主动脉钙化症、巨球蛋白血症、卵母细胞增多症、脑动静脉畸形、角膜炎、失聪、新型冠状病毒肺炎、遗传性角化性皮炎、甲状腺肿、霍纳综合征、四重单体、脂肪性水肿,C,0
晕可平颗粒适用于哪些中医证候,气血不和经络瘀滞证,火热扰心证,胃火证,胃虚痰阻气逆证,肝阳上亢证,E,该方剂中医证候为肝阳上亢证,D,0
同仁安神丸有哪些功效,镇惊安神,抗溶血,益气活络,补腰壮骨,疏肝止痛,A,该方剂功效为养血益气，镇惊安神,A,1
耳聋左慈丸与哪些靶点基因相关,ACACB,OPRD1,MME,SMARCE1,ATP1A2,B,该方剂靶点基因为PLCG1，EBP，SRD5A2，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C，HTR3A，HTR6，HTR7，PGD，PLA2G6，CHRNA1，CHRND，ACHE，ADA等。,B,1
芪明颗粒适用于哪些中医证候,伤食泻,脾虚湿热证,余热未清证,风痰阻络证,肝肾不足证,E,该方剂中医证候为气阴亏虚证、肝肾不足证、瘀滞证、肝肾亏虚证,D,0
小儿健身片包含哪些中药材,甘草,牛至,地桃花,银朱,过岗龙浸膏,A,该方剂处方为人参、白术、胡黄连、使君子、山楂、六神曲、麦芽、茯苓、芦荟、甘草、黄连,A,1
双虎清肝颗粒有哪些功效,去积驱虫,理气活血,化气利水,脱毒排脓,活血润燥,B,该方剂功效为清热利湿，化痰宽中，理气活血,B,1
抗癌平丸有哪些功效,强膝力,生精养血,散瘀止痛,通经消癥,肥儿消痞,C,该方剂功效为清热解毒，散瘀止痛,D,0
